#KOI	KIC	Kp	CDPP	RA	DEC	Teff	log(g)	R	M	Teff	 
# [mag]	[ppm]	[Hr]	[Deg]	[K]	[cgs]	[Rsun]	[Msun]	 
1117	3114811	12.808	57.3	19.40213	38.2120	6270	4.54	0.94	1.11	 
1118	2853446	13.835	87.6	19.44340	38.0282	6054	4.34	1.19	1.12	 
1128	6362874	13.507	61.1	19.42889	41.7034	5281	4.76	0.67	0.93	 
1129	6272413	15.456	131	19.15151	41.6356	4904	4.33	1.10	0.96	 
1141	8346392	15.950	422	18.84827	44.3465	4021	4.54	0.67	0.56	 
1142	8288947	15.764	201	19.16516	44.2375	5141	4.69	0.71	0.91	 
1144	8302450	15.282	84.8	19.52398	44.2006	5730	4.57	0.88	1.05	 
1145	8313667	14.143	106	19.76991	44.2647	5808	4.56	0.90	1.06	 
1146	8351704	15.649	178	19.04190	44.3109	3868	4.70	0.51	0.46	 
1148	8410727	13.908	71.7	18.81334	44.4223	6158	4.28	1.28	1.14	 
1149	8349405	15.602	136	18.95904	44.3913	5195	4.57	0.84	0.96	 
1150	8278371	13.326	53.7	18.78443	44.2926	5601	4.52	0.93	1.04	 
1151	8280511	13.404	44.1	18.86686	44.2842	5431	4.44	1.01	1.03	 
1152	10287248	13.987	621	19.77971	47.3273	4069	4.57	0.65	0.58	1	 
1159	10354039	15.332	159	19.80099	47.4864	4886	4.48	0.91	0.90	 
1160	10330115	15.987	352	19.17691	47.4148	5164	4.88	0.56	0.87	 
1161	10426656	14.678	113	19.94183	47.5938	5109	4.36	1.10	0.99	 
1162	10528068	12.783	45.7	19.25788	47.7594	5833	4.28	1.26	1.11	 
1163	10468940	14.968	163	19.42015	47.6978	5419	4.50	0.93	1.01	 
1164	10341831	14.960	188	19.51593	47.4907	3851	4.42	0.76	0.56	 
1165	10337517	13.916	85.7	19.40420	47.4848	5549	4.27	1.26	1.08	 
1166	10351231	15.440	128	19.74209	47.4388	5833	4.55	0.91	1.07	 
1168	10460629	13.997	70.3	19.17245	47.6000	6209	4.23	1.37	1.16	 
1169	10319385	13.248	49.5	18.77008	47.4700	5693	4.59	0.85	1.04	 
1170	10482160	14.657	118	19.74881	47.6790	5558	4.94	0.55	0.94	 
1175	10350571	13.290	63.7	19.72804	47.4486	5394	4.59	0.84	0.99	 
1176	3749365	15.715	362	19.47122	38.8423	4601	4.69	0.65	0.74	 
1177	3547091	15.537	861	19.47190	38.6315	5360	4.74	0.69	0.95	 
1187	3848972	14.489	193	19.40475	38.9990	5286	4.85	0.59	0.91	 
1192	3644071	14.215	86.6	19.40214	38.7039	5399	4.35	1.13	1.04	 
1193	3942446	15.289	146	19.19254	39.0787	5486	4.37	1.11	1.05	 
1198	3447722	15.319	257	19.49865	38.5149	6297	4.71	0.76	1.08	 
1199	3859079	14.887	183	19.58293	38.9393	4746	4.50	0.86	0.85	 
1201	4061149	15.597	388	19.50514	39.1209	3852	4.72	0.49	0.46	 
1202	3444588	15.854	434	19.44616	38.5729	4196	4.74	0.53	0.57	 
1203	3962243	15.368	210	19.57121	39.0363	5812	4.55	0.90	1.06	 
1204	3438507	15.291	243	19.33336	38.5399	6084	4.53	0.95	1.09	 
1205	3869014	14.507	143	19.73168	38.9466	5951	4.50	0.97	1.08	 
1207	3732821	15.187	172	19.12781	38.8722	5058	4.47	0.94	0.95	 
1208	3962440	13.594	65.8	19.57458	39.0226	6293	4.43	1.07	1.13	 
1210	3962357	14.377	122	19.57306	39.0295	6156	4.74	0.73	1.06	 
1212	3749134	14.981	201	19.46712	38.8207	5702	4.45	1.02	1.07	 
1214	3660924	14.621	107	19.68111	38.7743	5538	4.35	1.15	1.06	 
1215	3939150	13.420	60.9	19.10554	39.0772	6306	4.24	1.35	1.16	 
1216	3839488	13.459	67.9	19.20891	38.9969	5842	4.33	1.19	1.10	 
1218	3442055	13.331	64	19.40127	38.5456	5617	4.38	1.10	1.07	 
1219	3440861	14.463	126	19.37779	38.5683	4972	4.44	0.97	0.94	 
1220	4043190	12.988	54	19.15386	39.1447	4874	4.49	0.89	0.89	 
1221	3640905	11.584	56.9	19.34048	38.7022	4972	3.39	3.93	1.39	 
1222	4060815	12.203	75.2	19.49979	39.1932	4722	4.56	0.78	0.82	 
1226	6621116	15.324	139	19.72446	42.0627	5045	4.47	0.94	0.95	 
1227	6629332	13.997	401	19.84714	42.0474	5452	4.82	0.63	0.95	 
1230	6470149	12.263	127	19.92988	41.8122	4864	3.02	6.16	1.46	 
1236	6677841	13.659	124	19.15941	42.1948	6562	4.46	1.04	1.15	 
1238	6383821	14.556	113	19.81393	41.7817	5408	4.52	0.92	1.01	 
1240	6690082	14.466	99.9	19.42603	42.1806	5543	4.55	0.89	1.03	 
1241	6448890	12.440	104	19.58389	41.8719	4857	3.23	4.83	1.43	 
1242	6607447	13.750	48.4	19.48189	42.0354	6234	4.50	0.98	1.11	 
1244	6692833	14.503	91.1	19.48248	42.1543	5871	4.65	0.80	1.05	 
1245	6693640	14.200	69.6	19.49855	42.1423	6119	4.52	0.95	1.10	 
1246	6441738	14.898	104	19.42850	41.8782	6032	4.43	1.06	1.10	 
1257	8751933	14.651	104	19.41501	44.9274	5142	4.30	1.19	1.02	 
1258	8630788	15.773	256	19.60721	44.7707	5517	4.72	0.72	0.99	 
1261	8678594	15.120	118	19.14499	44.8786	5760	4.55	0.90	1.06	 
1264	8612847	15.762	216	19.10499	44.7952	5418	4.62	0.81	0.99	 
1266	8547140	15.314	189	19.07168	44.6646	4342	4.57	0.70	0.67	 
1268	8813698	14.814	94.4	19.32598	45.0057	6064	4.43	1.06	1.11	 
1270	8564587	14.809	118	19.57609	44.6570	5145	4.87	0.57	0.87	 
1273	8806072	14.862	118	19.06772	45.0078	5468	4.60	0.84	1.00	 
1275	8583696	13.672	78.4	19.94811	44.6939	5427	4.43	1.02	1.03	 
1276	8804283	14.766	105	19.00241	45.0711	5440	4.85	0.60	0.94	 
1278	8609450	15.204	129	18.97849	44.7977	5876	4.58	0.88	1.07	 
1279	8628758	13.749	71.2	19.55815	44.7851	5582	4.81	0.65	0.98	 
1281	8742590	14.427	93.6	19.13112	44.9925	5546	4.62	0.82	1.02	 
1282	8822366	12.547	42	19.54866	45.0533	6060	4.25	1.33	1.14	 
1283	8700771	11.731	23	19.73381	44.8535	5776	4.47	0.93	0.92	1	 
1285	10599397	14.546	147	19.44247	47.8323	5278	4.52	0.90	0.98	 
1288	10790387	15.128	129	19.26801	48.1198	6130	4.43	1.07	1.11	 
1298	10604335	15.847	338	19.57425	47.8390	4157	4.48	0.77	0.64	 
1299	10864656	12.183	94.7	19.55215	48.2859	4950	3.47	3.58	1.37	 
1300	10975146	14.285	161	19.43961	48.4456	4369	4.51	0.77	0.71	 
1301	10538176	15.824	0	19.54310	47.7297	5414	4.81	0.63	0.94	 
1302	10724369	14.755	118	19.27224	48.0181	5659	4.60	0.84	1.04	 
1303	10867062	14.965	114	19.61534	48.2045	5239	4.22	1.32	1.06	 
1304	10744335	15.803	203	19.77432	48.0826	5733	4.65	0.80	1.03	 
1305	10730034	15.173	193	19.42606	48.0656	5235	4.71	0.70	0.93	 
1306	10858691	15.587	198	19.37841	48.2943	5714	4.52	0.94	1.06	 
1307	10973814	14.775	97.7	19.39516	48.4436	5559	4.40	1.07	1.06	 
1308	10586208	13.971	75.2	19.02829	47.8346	5709	4.51	0.95	1.06	 
1309	10854768	13.832	77.5	19.25702	48.2085	6869	4.27	1.33	1.22	 
1310	10964440	14.569	94.3	19.04418	48.4354	5800	4.52	0.94	1.07	 
1311	10713616	13.498	51.1	18.90220	48.0943	5920	4.20	1.40	1.14	 
1312	10963242	14.706	101	18.99403	48.4316	6157	4.64	0.82	1.08	 
1314	10585852	13.242	68.9	19.01474	47.8814	5033	3.70	2.66	1.29	 
1315	10928043	13.137	57	19.68626	48.3748	6160	4.32	1.23	1.13	 
1316	10794087	11.926	32.8	19.37016	48.1263	5861	4.44	0.98	0.97	1	 
1325	4282872	15.062	222	19.74901	39.3703	5589	4.83	0.63	0.98	 
1328	4074736	15.671	206	19.72039	39.1780	5425	4.70	0.72	0.97	 
1329	4072526	15.030	190	19.69139	39.1772	5157	4.61	0.80	0.94	 
1335	4155328	13.968	135	19.40134	39.2207	5970	4.03	1.76	1.20	 
1336	4077526	14.820	184	19.75724	39.1152	5843	4.38	1.12	1.09	 
1337	4243911	14.829	169	19.04116	39.3795	5067	4.57	0.83	0.93	 
1338	4466677	14.609	173	19.48507	39.5502	5597	4.44	1.03	1.06	 
1339	4135665	14.801	125	18.97217	39.2202	5533	4.34	1.16	1.06	 
1341	4650674	14.946	119	19.36516	39.7320	5933	4.40	1.09	1.10	 
1342	4275721	14.207	110	19.65133	39.3985	5972	4.41	1.09	1.10	 
1344	4136466	13.446	57.1	18.99068	39.2406	5731	4.57	0.88	1.05	 
1353	7303287	13.956	113	19.83102	42.8828	6031	4.10	1.62	1.19	 
1355	7211141	15.897	210	19.66440	42.7086	5529	4.97	0.52	0.93	 
1360	7102227	15.596	287	19.09400	42.6816	4953	4.66	0.72	0.87	 
1361	6960913	14.995	149	19.68697	42.4753	4050	4.62	0.59	0.53	 
1363	6936909	15.934	271	19.19442	42.4373	5702	4.64	0.80	1.03	 
1364	6962977	15.956	219	19.71774	42.4243	5311	4.48	0.96	1.00	 
1366	6932987	15.368	179	19.09054	42.4065	5559	4.64	0.79	1.01	 
1367	6934291	15.055	159	19.12582	42.4713	4927	4.64	0.74	0.87	 
1369	7287415	14.878	124	19.56460	42.8224	5778	4.47	0.99	1.07	 
1370	6924203	14.931	154	18.82219	42.4638	5489	4.67	0.77	0.99	 
1372	6880531	15.384	120	19.75999	42.3871	5760	4.55	0.91	1.06	 
1375	6766634	13.709	52.5	19.22136	42.2614	6169	4.36	1.17	1.14	1	 
1376	6774826	13.997	75.4	19.40091	42.2831	7211	4.29	1.50	1.61	1	 
1377	7211469	14.788	85.8	19.67029	42.7568	6027	4.41	1.09	1.11	 
1378	7375795	13.601	51.1	19.70071	42.9306	5234	4.48	0.85	0.79	1	 
1379	7211221	13.687	51.9	19.66570	42.7277	5635	4.84	0.63	0.98	 
1382	9446824	15.653	576	18.81229	46.0069	5921	4.39	1.10	1.10	 
1385	9278553	15.840	215	19.39224	45.7659	5848	4.76	0.70	1.02	 
1387	8949247	14.669	92	19.36620	45.2059	5696	4.47	0.99	1.06	 
1391	8958035	14.360	152	19.58060	45.2864	6012	4.51	0.96	1.09	 
1395	8935810	15.977	301	18.94731	45.2581	5279	4.83	0.61	0.91	 
1396	9455556	15.843	305	19.15947	46.0593	5667	4.57	0.88	1.04	 
1401	9030447	13.440	114	19.65267	45.3916	6693	4.30	1.28	1.19	 
1402	9034103	15.906	184	19.72841	45.3839	5738	4.74	0.71	1.02	 
1403	9214942	15.473	214	19.36533	45.6007	4209	4.57	0.67	0.61	 
1404	8874090	15.931	280	19.13697	45.1804	4400	4.73	0.58	0.65	 
1405	9264949	15.965	178	18.90495	45.7348	6009	4.61	0.85	1.07	 
1406	9271752	14.630	103	19.16352	45.7044	6027	4.49	0.99	1.09	 
1407	9007866	15.755	179	19.06591	45.3778	5487	4.81	0.64	0.96	 
1408	9150827	14.688	166	19.35297	45.5646	4036	4.47	0.75	0.60	 
1409	9391208	15.198	119	19.01645	45.9502	5593	4.38	1.10	1.07	 
1410	9391506	15.300	137	19.02903	45.9760	5929	4.54	0.93	1.08	 
1412	8950853	13.601	67.7	19.40498	45.2426	5997	4.40	1.10	1.10	 
1413	9006449	14.447	99.9	19.02306	45.3678	5394	4.44	1.01	1.02	 
1419	11125936	15.507	299	19.02746	48.7252	5848	4.46	1.01	1.08	 
1422	11497958	15.921	300	19.10267	49.4373	3712	4.41	0.75	0.53	 
1423	11177707	15.740	235	18.95009	48.8096	5288	4.77	0.66	0.93	 
1424	11611600	15.127	137	19.48857	49.6535	4667	4.72	0.63	0.75	 
1425	11254382	15.269	198	19.75480	48.9715	5639	4.85	0.61	0.98	 
1426	11122894	14.232	76.1	18.88061	48.7776	5854	4.43	1.05	1.09	 
1427	11129738	15.840	229	19.19052	48.7741	4027	4.53	0.68	0.56	 
1428	11401182	14.631	105	19.39717	49.2038	4757	4.51	0.85	0.85	 
1429	11030711	15.531	162	19.49010	48.5111	5595	4.58	0.87	1.03	 
1430	11176127	15.415	212	18.86932	48.8254	4502	4.60	0.71	0.73	 
1432	11014932	15.017	170	18.88046	48.5805	5675	4.65	0.80	1.03	 
1433	11288505	15.650	203	19.13713	49.0460	5560	4.83	0.63	0.97	 
1434	11493431	14.782	167	18.90032	49.4510	4731	4.47	0.89	0.86	 
1435	11037335	14.201	77.7	19.68591	48.5997	5744	4.70	0.75	1.03	 
1436	11389771	14.271	152	18.93220	49.2330	5616	4.52	0.93	1.05	 
1437	11599038	15.280	179	18.98978	49.6924	5791	4.46	1.01	1.07	 
1438	11193263	14.056	74.6	19.55255	48.8116	5596	4.43	1.04	1.06	 
1439	11027624	12.849	44.6	19.39012	48.5213	5967	4.31	1.22	1.12	 
1440	11032227	15.451	131	19.53896	48.5754	5970	4.68	0.77	1.05	 
1441	11356260	15.135	132	19.64535	49.1402	5575	4.43	1.04	1.06	 
1442	11600889	12.521	52.7	19.06909	49.6145	5469	4.24	1.30	1.08	 
1444	11043167	13.949	92.2	19.82611	48.5607	6101	4.25	1.33	1.14	 
1445	11336883	12.320	44.2	18.92912	49.1103	6336	4.36	1.18	1.14	 
1448	9705459	15.418	1365	19.32035	46.4917	5658	4.36	1.14	1.08	 
1452	7449844	13.630	440	19.55210	43.0558	6834	4.10	1.66	1.27	 
1459	9761199	15.692	484	19.14288	46.5081	4060	4.40	0.84	0.65	 
1463	7672940	12.328	48.2	19.21724	43.3765	6020	4.38	1.09	1.05	1	 
1465	11702948	14.245	179	19.07663	49.8675	5619	4.85	0.62	0.98	 
1468	9851226	15.262	276	19.92150	46.6503	5635	4.44	1.02	1.06	 
1472	7761545	15.061	103	19.64216	43.4005	5455	4.92	0.56	0.93	 
1474	12365184	13.005	70.4	19.69453	51.1848	6498	4.08	1.68	1.23	 
1475	4770365	15.937	0	19.82869	39.8478	4097	4.59	0.63	0.56	 
1476	12406749	15.792	292	19.39028	51.2228	5275	4.52	0.90	0.98	 
1477	7811397	15.917	299	19.17693	43.5057	5346	4.71	0.71	0.95	 
1478	12403119	12.450	36.3	19.25658	51.2091	5441	4.73	0.70	0.97	 
1480	7512982	15.887	310	19.11612	43.1901	4948	4.74	0.65	0.85	 
1486	7898352	15.505	170	19.62113	43.6293	5688	4.62	0.83	1.04	 
1488	9589323	15.623	212	19.49026	46.2263	4984	4.51	0.88	0.92	 
1489	9823487	15.554	205	19.21578	46.6059	5014	4.61	0.78	0.91	 
1494	11821363	15.858	0	19.69714	50.0772	4559	4.54	0.78	0.77	 
1495	7629518	15.430	139	19.84430	43.2490	5661	4.50	0.95	1.05	 
1498	9636135	15.776	188	19.00381	46.3207	5941	4.67	0.78	1.05	 
1499	7841925	14.480	92.1	19.84829	43.5274	5264	4.38	1.07	1.01	 
1501	7439316	15.835	269	19.34149	43.0856	4659	4.51	0.83	0.82	 
1502	12061238	15.202	140	19.41541	50.5670	5034	4.64	0.75	0.90	 
1503	12400538	14.827	134	19.15235	51.2500	5356	4.90	0.56	0.91	 
1505	9813499	15.695	213	18.82423	46.6752	5701	4.54	0.92	1.05	 
1506	12254792	14.982	177	19.29497	50.9941	5582	4.62	0.82	1.02	 
1507	12020218	15.259	198	19.69350	50.4786	5881	4.54	0.92	1.07	 
1508	7690844	15.689	208	19.63514	43.3682	5695	4.93	0.56	0.97	 
1510	11870545	15.929	275	19.67228	50.1146	4772	4.79	0.59	0.77	 
1511	7901948	15.106	128	19.69450	43.6056	5520	4.61	0.83	1.01	 
1512	11955499	14.880	155	19.12583	50.3771	5068	4.70	0.70	0.90	 
1515	7871954	14.390	121	18.87570	43.6571	4103	4.57	0.66	0.58	 
1516	12418724	14.829	155	19.76021	51.2713	6092	4.56	0.90	1.09	 
1517	7456001	14.683	117	19.66379	43.0143	5815	4.43	1.06	1.08	 
1518	7549209	15.219	117	19.82009	43.1419	5563	4.57	0.88	1.03	 
1519	7663405	15.369	154	18.89855	43.3838	4994	4.68	0.71	0.88	 
1520	9765975	14.516	85.8	19.32394	46.5227	5235	4.51	0.91	0.98	 
1521	9818462	14.817	128	19.01975	46.6034	4962	4.42	0.99	0.95	 
1522	12266636	14.264	106	19.72044	50.9098	5609	4.41	1.07	1.06	 
1523	9850893	14.673	134	19.91534	46.6887	5207	4.37	1.08	1.01	 
1525	7869917	12.082	77.1	18.79808	43.6728	6680	4.24	1.38	1.20	 
1526	9824805	15.216	135	19.26617	46.6708	6011	4.69	0.77	1.05	 
1527	7768451	14.879	94.1	19.77809	43.4984	5470	4.24	1.31	1.08	 
1528	7691260	14.083	73.3	19.64333	43.3356	5087	4.95	0.51	0.84	 
1529	9821454	14.307	77.3	19.13597	46.6401	6074	4.53	0.94	1.09	 
1530	11954842	13.029	43.9	19.09558	50.3003	5973	4.41	1.08	1.10	 
1531	11764462	13.069	54.7	19.50563	49.9232	5811	4.41	1.07	1.08	 
1532	11656246	12.841	48.9	19.24410	49.7372	6225	4.31	1.24	1.14	 
1533	7808587	13.939	60.1	19.08478	43.5952	6122	4.43	1.07	1.11	 
1534	4741126	13.470	51.5	19.33939	39.8170	6193	4.42	1.09	1.12	 
1535	11669125	13.046	41.8	19.70141	49.7386	5924	4.33	1.19	1.11	 
1536	12159249	12.710	47.6	19.43115	50.7595	5848	4.41	1.08	1.09	 
1537	9872292	11.740	31.3	18.76411	46.7899	6063	4.37	1.12	1.07	1	 
1540	5649956	15.559	759	19.94022	40.8493	5390	4.53	0.90	1.00	 
1541	4840513	15.189	705	19.54634	39.9073	6164	4.53	0.95	1.10	 
1543	5270698	14.985	953	19.36316	40.4429	5821	4.54	0.92	1.06	 
1546	5475431	14.456	177	19.90091	40.6396	5505	4.97	0.52	0.93	 
1549	8053552	15.135	155	19.93706	43.8972	5401	4.36	1.12	1.04	 
1553	7951018	15.182	122	19.22905	43.7635	5942	4.52	0.95	1.08	 
1557	5371776	14.840	222	19.62945	40.5576	4783	4.25	1.22	0.96	 
1560	8046659	15.042	111	19.82798	43.8766	5620	4.39	1.09	1.07	 
1561	4940438	15.549	252	19.73556	40.0196	5659	4.48	0.98	1.06	 
1564	5184584	15.287	127	19.40559	40.3553	5709	4.92	0.56	0.97	 
1569	8009350	15.587	240	18.87531	43.8882	4639	4.61	0.72	0.77	 
1573	5031857	14.373	115	19.78974	40.1386	5838	4.57	0.89	1.06	 
1574	10028792	14.600	85.3	19.86113	46.9651	5537	4.58	0.85	1.02	 
1576	5299459	14.072	152	19.85301	40.4177	5445	4.35	1.13	1.05	 
1577	12506770	15.988	270	19.28604	51.4089	4165	4.61	0.62	0.58	 
1581	7939330	15.481	200	18.82928	43.7345	5301	4.57	0.85	0.98	 
1582	4918309	15.402	132	19.34191	40.0218	5384	4.80	0.64	0.94	 
1583	12602568	15.068	135	19.37246	51.6958	5619	4.63	0.82	1.03	 
1584	9941066	15.961	321	19.10569	46.8709	4147	4.52	0.72	0.62	 
1585	5470739	15.401	217	19.83217	40.6808	5514	4.66	0.78	1.00	 
1586	10022908	14.940	169	19.74515	46.9990	4692	4.70	0.65	0.77	 
1587	9932970	15.700	254	18.77459	46.8142	5007	4.54	0.85	0.93	 
1588	5617854	14.699	145	19.41020	40.8875	4106	4.58	0.64	0.57	 
1589	5301750	14.764	160	19.88347	40.4961	5755	4.42	1.06	1.08	 
1590	5542466	15.674	255	19.62432	40.7209	4830	4.50	0.88	0.88	 
1591	10028140	15.372	173	19.84932	46.9419	5130	4.97	0.49	0.84	 
1593	5289854	15.809	182	19.71901	40.4396	5676	4.54	0.91	1.05	 
1595	10006581	14.904	128	19.31545	46.9538	5669	4.52	0.94	1.05	 
1596	10027323	15.157	162	19.83399	46.9613	4656	4.39	0.99	0.87	 
1597	5039228	12.681	94.7	19.89126	40.1734	6178	4.36	1.17	1.14	1	 
1598	10004738	14.279	107	19.25596	46.9867	5565	4.52	0.93	1.04	 
1599	5474613	14.802	119	19.89159	40.6184	5627	4.48	0.98	1.05	 
1601	5438757	14.659	108	19.25140	40.6642	5502	4.60	0.83	1.01	 
1602	4860678	14.943	173	19.85313	39.9214	5596	4.58	0.87	1.03	 
1603	5177104	14.429	96.4	19.25486	40.3891	5995	4.67	0.79	1.06	 
1605	5009189	14.832	123	19.41592	40.1635	5680	4.33	1.17	1.08	 
1606	9886661	13.984	76	19.33674	46.7134	5377	4.57	0.85	0.99	 
1608	10055126	13.797	74.4	18.80409	47.0855	6030	4.39	1.12	1.11	 
1609	5009743	13.956	62.5	19.42704	40.1255	6063	4.45	1.03	1.10	 
